                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                 0.5546,                0.58717,                 1.0704,                0.67952,                0.77666,                 0.7764,                0.69637,                0.46206,                0.63167,                  1.027,             0.00042305,             0.00042305,             0.00042305
                     56,                0.54868,                0.58584,                 1.0719,                 0.7052,                0.73652,                0.77711,                0.69524,                0.46363,                0.62279,                 1.0372,             0.00041405,             0.00041405,             0.00041405
                     57,                0.55446,                0.58055,                 1.0716,                0.71317,                0.69536,                0.75777,                0.67184,                0.48108,                0.65602,                 1.0459,             0.00040505,             0.00040505,             0.00040505
                     58,                0.54856,                0.58138,                 1.0694,                0.69907,                0.77475,                0.77137,                0.69695,                0.46454,                0.61899,                 1.0216,             0.00039605,             0.00039605,             0.00039605
                     59,                0.53976,                0.56925,                  1.065,                0.67042,                0.74293,                0.75544,                0.68046,                0.47331,                0.62057,                 1.0284,             0.00038705,             0.00038705,             0.00038705
                     60,                0.54034,                0.56028,                 1.0595,                0.72075,                0.73502,                0.77963,                0.69197,                0.46864,                0.61214,                 1.0466,             0.00037805,             0.00037805,             0.00037805
                     61,                0.54207,                0.55891,                 1.0621,                0.66491,                0.79033,                0.78263,                0.69831,                0.47409,                0.64049,                 1.0265,             0.00036905,             0.00036905,             0.00036905
                     62,                0.53685,                0.56184,                 1.0622,                0.67103,                0.73143,                0.74358,                0.67089,                0.45558,                0.68943,                 1.0195,             0.00036005,             0.00036005,             0.00036005
                     63,                0.53181,                0.55595,                 1.0646,                0.69156,                0.75013,                0.76287,                0.68366,                0.47932,                0.65634,                 1.0435,             0.00035106,             0.00035106,             0.00035106
                     64,                0.53822,                0.55254,                 1.0646,                 0.6927,                0.75523,                0.77459,                0.69613,                0.44538,                0.66585,                 1.0101,             0.00034206,             0.00034206,             0.00034206
                     65,                0.53182,                0.55579,                 1.0609,                 0.7261,                0.73277,                0.76515,                0.68688,                0.46418,                0.62452,                 1.0287,             0.00033306,             0.00033306,             0.00033306
                     66,                0.52602,                0.54566,                  1.058,                0.66195,                0.77099,                0.74792,                0.67328,                0.46193,                0.63946,                 1.0228,             0.00032406,             0.00032406,             0.00032406
                     67,                0.52555,                0.54763,                 1.0546,                 0.6896,                0.76036,                0.74014,                0.66855,                0.43034,                 0.7003,                 1.0016,             0.00031506,             0.00031506,             0.00031506
                     68,                0.52078,                 0.5424,                 1.0503,                0.72462,                0.73137,                0.76921,                0.68897,                0.45055,                0.68514,                 1.0257,             0.00030606,             0.00030606,             0.00030606
                     69,                0.51956,                0.54155,                 1.0567,                0.71051,                0.73739,                0.75911,                0.68773,                0.45148,                0.71043,                 1.0214,             0.00029706,             0.00029706,             0.00029706
                     70,                0.51597,                 0.5305,                 1.0506,                0.77425,                0.69246,                0.76631,                 0.6921,                 0.4598,                0.66664,                 1.0351,             0.00028806,             0.00028806,             0.00028806
                     71,                0.50847,                0.52203,                 1.0482,                0.70658,                0.75165,                 0.7753,                0.70376,                0.43832,                0.60976,                 1.0152,             0.00027906,             0.00027906,             0.00027906
                     72,                0.50832,                0.51656,                 1.0463,                0.67752,                0.78418,                0.76894,                0.69408,                0.44872,                0.59951,                 1.0219,             0.00027006,             0.00027006,             0.00027006
                     73,                0.50919,                0.51913,                 1.0517,                0.74631,                0.70005,                0.75655,                0.68185,                0.44696,                0.63036,                 1.0118,             0.00026106,             0.00026106,             0.00026106
                     74,                0.50762,                0.51253,                 1.0474,                0.74433,                0.72284,                0.76954,                 0.6956,                0.44659,                0.64403,                 1.0172,             0.00025207,             0.00025207,             0.00025207
                     75,                0.50045,                0.50888,                  1.044,                0.68853,                 0.7781,                0.77531,                0.69903,                 0.4545,                0.62344,                 1.0276,             0.00024307,             0.00024307,             0.00024307
                     76,                0.49593,                0.50186,                 1.0385,                0.71632,                0.73281,                0.76481,                0.69237,                0.45938,                0.66869,                 1.0254,             0.00023407,             0.00023407,             0.00023407
                     77,                0.50624,                0.50873,                 1.0435,                0.69054,                  0.776,                 0.7723,                0.69356,                0.46181,                0.65966,                 1.0284,             0.00022507,             0.00022507,             0.00022507
                     78,                 0.4897,                0.49651,                 1.0339,                0.69939,                0.75133,                0.74639,                0.67111,                0.45062,                0.66978,                 1.0238,             0.00021607,             0.00021607,             0.00021607
                     79,                0.49774,                0.50029,                 1.0387,                0.71098,                0.75217,                0.77204,                0.69806,                0.44308,                0.67611,                 1.0112,             0.00020707,             0.00020707,             0.00020707
                     80,                0.49161,                 0.4992,                 1.0355,                0.68413,                0.80031,                0.77364,                 0.6967,                0.44647,                0.65758,                 1.0113,             0.00019807,             0.00019807,             0.00019807
                     81,                0.48561,                0.49527,                 1.0365,                0.72035,                0.75665,                0.76486,                0.68973,                0.44046,                0.64771,                 1.0069,             0.00018907,             0.00018907,             0.00018907
                     82,                0.48362,                0.49469,                 1.0354,                0.69206,                0.77756,                0.77314,                0.69893,                0.44363,                0.65765,                 1.0178,             0.00018007,             0.00018007,             0.00018007
                     83,                0.49333,                0.48956,                 1.0375,                0.71814,                0.76666,                 0.7682,                0.69692,                0.44099,                0.63423,                 1.0092,             0.00017107,             0.00017107,             0.00017107
                     84,                0.47959,                0.48552,                 1.0326,                0.68702,                0.78005,                0.76163,                 0.6896,                0.43863,                0.63445,                 1.0128,             0.00016207,             0.00016207,             0.00016207
                     85,                0.47853,                0.48459,                 1.0319,                0.70749,                0.74755,                 0.7702,                0.69602,                0.43414,                0.60061,                 1.0029,             0.00015308,             0.00015308,             0.00015308
                     86,                0.46778,                0.46992,                 1.0265,                0.69509,                0.79233,                0.77428,                0.70181,                0.43853,                0.59948,                 1.0057,             0.00014408,             0.00014408,             0.00014408
                     87,                0.47356,                 0.4748,                 1.0244,                0.70197,                0.77561,                0.76564,                 0.6953,                0.42828,                0.62339,                 1.0051,             0.00013508,             0.00013508,             0.00013508
                     88,                0.47469,                0.47627,                 1.0295,                0.68889,                 0.7748,                0.77193,                0.70097,                0.42399,                0.61745,                0.99975,             0.00012608,             0.00012608,             0.00012608
                     89,                0.47201,                0.47275,                 1.0261,                0.69791,                0.80418,                  0.782,                0.70871,                0.43712,                0.61032,                 1.0092,             0.00011708,             0.00011708,             0.00011708
                     90,                0.47047,                0.47354,                 1.0289,                0.70188,                0.79175,                0.77091,                0.69559,                0.43814,                0.60345,                 1.0104,             0.00010808,             0.00010808,             0.00010808
                     91,                0.39498,                0.33736,                0.98242,                 0.7023,                0.78957,                0.76798,                0.69247,                0.43517,                0.62267,                 1.0112,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     92,                0.38419,                0.31976,                0.98169,                0.71235,                0.79712,                0.77799,                0.70146,                0.43393,                0.60961,                 1.0069,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     93,                0.37428,                0.31618,                0.97405,                0.70857,                0.79819,                0.76675,                0.69175,                0.43054,                0.61224,                 1.0115,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     94,                0.37055,                0.30947,                0.97534,                0.71028,                0.79348,                0.77373,                0.69836,                 0.4353,                  0.611,                 1.0131,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     95,                0.36867,                0.30368,                 0.9701,                0.71835,                0.79562,                 0.7754,                0.70029,                0.43041,                0.61585,                 1.0045,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     96,                 0.3629,                0.29857,                0.96861,                0.70899,                0.82059,                0.78039,                0.70732,                0.42519,                0.59335,                0.99763,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     97,                0.35659,                0.29398,                0.96509,                0.68974,                0.81532,                0.77387,                0.70215,                0.42242,                0.59814,                0.99567,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     98,                0.35161,                0.28698,                0.96243,                0.70061,                0.81611,                0.77409,                 0.7036,                0.42581,                0.60367,                0.99814,             3.6087e-05,             3.6087e-05,             3.6087e-05
                     99,                0.35425,                0.28984,                0.96132,                0.72372,                0.76267,                 0.7735,                 0.7024,                0.42474,                0.59256,                 0.9955,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    100,                0.35362,                0.29033,                0.95923,                0.72327,                  0.777,                0.77705,                0.70385,                  0.425,                0.59408,                0.99633,             1.8089e-05,             1.8089e-05,             1.8089e-05
