                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                0.64321,                0.33333,                0.58333,                 2.2598,             0.00017731,             0.00017731,             0.00017731
                     46,                0.66131,                0.33333,                0.58333,                 2.2598,             0.00017816,             0.00017816,             0.00017816
                     47,                0.74512,                0.33333,                0.83333,                 2.2578,             0.00017887,             0.00017887,             0.00017887
                     48,                0.59891,                0.33333,                0.83333,                 2.2578,             0.00017943,             0.00017943,             0.00017943
                     49,                0.65209,                0.33333,                0.83333,                 2.2539,             0.00017986,             0.00017986,             0.00017986
                     50,                0.61431,                0.33333,                0.83333,                 2.2539,             0.00018014,             0.00018014,             0.00018014
                     51,                0.59399,                0.33333,                0.91667,                   2.25,             0.00018028,             0.00018028,             0.00018028
                     52,                0.42254,                0.33333,                0.91667,                   2.25,             0.00018029,             0.00018029,             0.00018029
                     53,                0.50329,                0.33333,                0.91667,                   2.25,             0.00018015,             0.00018015,             0.00018015
                     54,                0.48191,                   0.25,                0.91667,                 2.2461,             0.00017986,             0.00017986,             0.00017986
                     55,                0.39372,                   0.25,                0.91667,                 2.2461,             0.00017944,             0.00017944,             0.00017944
                     56,                0.40928,                   0.25,                0.91667,                 2.2461,             0.00017887,             0.00017887,             0.00017887
                     57,                0.46982,                   0.25,                0.91667,                 2.2441,             0.00017817,             0.00017817,             0.00017817
                     58,                 0.4807,                   0.25,                0.91667,                 2.2441,             0.00017732,             0.00017732,             0.00017732
                     59,                0.43802,                   0.25,                0.91667,                 2.2441,             0.00017633,             0.00017633,             0.00017633
                     60,                0.43163,                   0.25,                0.91667,                 2.2402,              0.0001752,              0.0001752,              0.0001752
                     61,                0.47895,                   0.25,                0.91667,                 2.2402,             0.00017393,             0.00017393,             0.00017393
                     62,                  0.445,                   0.25,                0.91667,                 2.2402,             0.00017252,             0.00017252,             0.00017252
                     63,                0.38318,                   0.25,                0.91667,                 2.2402,             0.00017096,             0.00017096,             0.00017096
                     64,                0.33338,                   0.25,                0.91667,                 2.2402,             0.00016927,             0.00016927,             0.00016927
                     65,                0.36934,                   0.25,                0.91667,                 2.2402,             0.00016743,             0.00016743,             0.00016743
                     66,                0.35806,                   0.25,                0.91667,                 2.2344,             0.00016545,             0.00016545,             0.00016545
                     67,                0.31995,                   0.25,                0.91667,                 2.2344,             0.00016333,             0.00016333,             0.00016333
                     68,                0.32807,                   0.25,                0.91667,                 2.2344,             0.00016107,             0.00016107,             0.00016107
                     69,                0.42958,                   0.25,                0.91667,                 2.2305,             0.00015867,             0.00015867,             0.00015867
                     70,                0.25866,                   0.25,                0.91667,                 2.2305,             0.00015612,             0.00015612,             0.00015612
                     71,                0.34686,                   0.25,                0.91667,                 2.2305,             0.00015344,             0.00015344,             0.00015344
                     72,                0.29767,                   0.25,                0.91667,                 2.2246,             0.00015061,             0.00015061,             0.00015061
                     73,                0.23608,                   0.25,                0.91667,                 2.2246,             0.00014764,             0.00014764,             0.00014764
                     74,                0.23365,                   0.25,                0.91667,                 2.2246,             0.00014453,             0.00014453,             0.00014453
                     75,                0.28618,                    0.5,                0.91667,                 2.2207,             0.00014128,             0.00014128,             0.00014128
                     76,                 0.3423,                    0.5,                0.91667,                 2.2207,             0.00013789,             0.00013789,             0.00013789
                     77,                0.27951,                    0.5,                0.91667,                 2.2207,             0.00013436,             0.00013436,             0.00013436
                     78,                0.20581,                   0.25,                0.91667,                 2.2207,             0.00013068,             0.00013068,             0.00013068
                     79,                0.27522,                   0.25,                0.91667,                 2.2207,             0.00012687,             0.00012687,             0.00012687
                     80,                 0.2358,                   0.25,                0.91667,                 2.2207,             0.00012291,             0.00012291,             0.00012291
                     81,                0.19604,                   0.25,                0.91667,                 2.2207,             0.00011881,             0.00011881,             0.00011881
                     82,                 0.2183,                   0.25,                0.91667,                 2.2207,             0.00011457,             0.00011457,             0.00011457
                     83,                0.23297,                   0.25,                0.91667,                 2.2207,             0.00011019,             0.00011019,             0.00011019
                     84,                0.18623,                   0.25,                0.91667,                 2.2207,             0.00010566,             0.00010566,             0.00010566
                     85,                 0.2792,                   0.25,                0.91667,                 2.2207,               0.000101,               0.000101,               0.000101
                     86,                0.17283,                   0.25,                0.91667,                 2.2207,             9.6194e-05,             9.6194e-05,             9.6194e-05
                     87,                 0.1549,                   0.25,                0.91667,                 2.2207,             9.1246e-05,             9.1246e-05,             9.1246e-05
                     88,                0.18501,                   0.25,                0.91667,                 2.2266,             8.6158e-05,             8.6158e-05,             8.6158e-05
                     89,                0.13167,                   0.25,                0.91667,                 2.2266,             8.0928e-05,             8.0928e-05,             8.0928e-05
                     90,                0.12916,                   0.25,                0.91667,                 2.2266,             7.5556e-05,             7.5556e-05,             7.5556e-05
                     91,                0.10087,                   0.25,                0.91667,                 2.2266,             7.0043e-05,             7.0043e-05,             7.0043e-05
                     92,                0.18209,                   0.25,                0.83333,                 2.2266,             6.4389e-05,             6.4389e-05,             6.4389e-05
                     93,                0.16601,                   0.25,                0.83333,                 2.2266,             5.8594e-05,             5.8594e-05,             5.8594e-05
                     94,                 0.1391,                   0.25,                0.83333,                 2.2266,             5.2657e-05,             5.2657e-05,             5.2657e-05
                     95,                0.17284,                   0.25,                0.83333,                 2.2266,             4.6579e-05,             4.6579e-05,             4.6579e-05
                     96,                0.20333,                   0.25,                0.83333,                 2.2246,             4.0359e-05,             4.0359e-05,             4.0359e-05
                     97,                0.10258,                   0.25,                0.83333,                 2.2246,             3.3998e-05,             3.3998e-05,             3.3998e-05
                     98,                0.17549,                   0.25,                0.83333,                 2.2246,             2.7495e-05,             2.7495e-05,             2.7495e-05
                     99,                0.15574,                   0.25,                0.83333,                 2.2246,             2.0852e-05,             2.0852e-05,             2.0852e-05
                    100,                0.17823,                   0.25,                0.83333,                 2.2246,             1.4067e-05,             1.4067e-05,             1.4067e-05
