                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.75366,                0.41667,                0.66667,                 2.2402,             0.00013786,             0.00013786,             0.00013786
                     28,                 0.6405,                0.41667,                0.66667,                 2.2402,             0.00014125,             0.00014125,             0.00014125
                     29,                 0.9787,                0.41667,                   0.75,                 2.2266,              0.0001445,              0.0001445,              0.0001445
                     30,                0.68093,                0.41667,                   0.75,                 2.2266,             0.00014761,             0.00014761,             0.00014761
                     31,                0.75209,                0.33333,                0.66667,                 2.2109,             0.00015058,             0.00015058,             0.00015058
                     32,                0.60315,                0.33333,                0.66667,                 2.2109,             0.00015341,             0.00015341,             0.00015341
                     33,                0.68243,                0.33333,                   0.75,                 2.1973,              0.0001561,              0.0001561,              0.0001561
                     34,                0.60806,                0.33333,                   0.75,                 2.1973,             0.00015864,             0.00015864,             0.00015864
                     35,                0.60352,                0.41667,                   0.75,                 2.1816,             0.00016105,             0.00016105,             0.00016105
                     36,                0.76711,                0.41667,                   0.75,                 2.1816,             0.00016331,             0.00016331,             0.00016331
                     37,                0.68047,                0.41667,                0.83333,                 2.1641,             0.00016543,             0.00016543,             0.00016543
                     38,                0.51789,                0.41667,                0.83333,                 2.1641,             0.00016741,             0.00016741,             0.00016741
                     39,                0.70447,                0.41667,                0.83333,                 2.1484,             0.00016925,             0.00016925,             0.00016925
                     40,                0.43634,                0.41667,                0.83333,                 2.1484,             0.00017095,             0.00017095,             0.00017095
                     41,                0.64412,                0.41667,                0.83333,                 2.1309,              0.0001725,              0.0001725,              0.0001725
                     42,                0.39823,                0.41667,                0.83333,                 2.1309,             0.00017392,             0.00017392,             0.00017392
                     43,                0.41593,                0.41667,                0.83333,                 2.1172,             0.00017519,             0.00017519,             0.00017519
                     44,                 0.4005,                0.41667,                0.83333,                 2.1172,             0.00017632,             0.00017632,             0.00017632
                     45,                0.34621,                0.41667,                0.83333,                 2.1035,             0.00017731,             0.00017731,             0.00017731
                     46,                0.42191,                0.41667,                0.83333,                 2.1035,             0.00017816,             0.00017816,             0.00017816
                     47,                0.49151,                0.41667,                0.83333,                 2.0879,             0.00017887,             0.00017887,             0.00017887
                     48,                0.40825,                0.41667,                0.83333,                 2.0879,             0.00017943,             0.00017943,             0.00017943
                     49,                0.42353,                0.41667,                0.83333,                 2.0801,             0.00017986,             0.00017986,             0.00017986
                     50,                 0.3759,                0.41667,                0.83333,                 2.0801,             0.00018014,             0.00018014,             0.00018014
                     51,                0.40993,                0.41667,                0.83333,                 2.0684,             0.00018028,             0.00018028,             0.00018028
                     52,                0.37961,                0.41667,                0.83333,                 2.0684,             0.00018029,             0.00018029,             0.00018029
                     53,                 0.3036,                0.41667,                0.83333,                 2.0684,             0.00018015,             0.00018015,             0.00018015
                     54,                0.25157,                0.41667,                0.83333,                 2.0586,             0.00017986,             0.00017986,             0.00017986
                     55,                0.27151,                0.41667,                0.83333,                 2.0586,             0.00017944,             0.00017944,             0.00017944
                     56,                0.22973,                0.41667,                0.83333,                 2.0586,             0.00017887,             0.00017887,             0.00017887
                     57,                0.36483,                0.41667,                0.83333,                 2.0527,             0.00017817,             0.00017817,             0.00017817
                     58,                0.28739,                0.41667,                0.83333,                 2.0527,             0.00017732,             0.00017732,             0.00017732
                     59,                0.25738,                0.41667,                0.83333,                 2.0527,             0.00017633,             0.00017633,             0.00017633
                     60,                 0.1986,                0.41667,                0.83333,                 2.0488,              0.0001752,              0.0001752,              0.0001752
                     61,                0.42205,                0.41667,                0.83333,                 2.0488,             0.00017393,             0.00017393,             0.00017393
                     62,                0.25019,                0.41667,                0.83333,                 2.0488,             0.00017252,             0.00017252,             0.00017252
                     63,                0.20425,                0.41667,                0.83333,                 2.0469,             0.00017096,             0.00017096,             0.00017096
                     64,                0.16888,                0.41667,                0.83333,                 2.0469,             0.00016927,             0.00016927,             0.00016927
                     65,                0.29548,                0.41667,                0.83333,                 2.0469,             0.00016743,             0.00016743,             0.00016743
                     66,                 0.1605,                0.41667,                0.83333,                  2.041,             0.00016545,             0.00016545,             0.00016545
                     67,                0.13176,                0.41667,                0.83333,                  2.041,             0.00016333,             0.00016333,             0.00016333
                     68,                 0.1367,                0.41667,                0.83333,                  2.041,             0.00016107,             0.00016107,             0.00016107
                     69,                 0.2014,                0.41667,                0.83333,                  2.041,             0.00015867,             0.00015867,             0.00015867
                     70,                0.25119,                0.41667,                0.83333,                  2.041,             0.00015612,             0.00015612,             0.00015612
                     71,                0.15617,                0.41667,                0.83333,                  2.041,             0.00015344,             0.00015344,             0.00015344
                     72,                0.15954,                0.41667,                0.83333,                 2.0371,             0.00015061,             0.00015061,             0.00015061
                     73,                0.08705,                0.41667,                0.83333,                 2.0371,             0.00014764,             0.00014764,             0.00014764
                     74,                0.14721,                0.41667,                0.83333,                 2.0371,             0.00014453,             0.00014453,             0.00014453
                     75,                0.15766,                0.41667,                0.83333,                 2.0391,             0.00014128,             0.00014128,             0.00014128
                     76,                0.20479,                0.41667,                0.83333,                 2.0391,             0.00013789,             0.00013789,             0.00013789
                     77,                 0.2344,                0.41667,                0.83333,                 2.0391,             0.00013436,             0.00013436,             0.00013436
                     78,                0.14703,                0.41667,                0.83333,                 2.0371,             0.00013068,             0.00013068,             0.00013068
                     79,                 0.1631,                0.41667,                0.83333,                 2.0371,             0.00012687,             0.00012687,             0.00012687
                     80,                0.12557,                0.41667,                0.83333,                 2.0371,             0.00012291,             0.00012291,             0.00012291
                     81,                0.16112,                0.41667,                0.83333,                 2.0371,             0.00011881,             0.00011881,             0.00011881
                     82,                0.12459,                0.41667,                0.83333,                 2.0371,             0.00011457,             0.00011457,             0.00011457
                     83,                0.14836,                0.41667,                0.83333,                 2.0371,             0.00011019,             0.00011019,             0.00011019
                     84,                0.16804,                0.41667,                0.83333,                 2.0371,             0.00010566,             0.00010566,             0.00010566
                     85,                0.14584,                0.41667,                0.83333,                 2.0371,               0.000101,               0.000101,               0.000101
                     86,                0.15107,                0.41667,                0.83333,                 2.0371,             9.6194e-05,             9.6194e-05,             9.6194e-05
                     87,                0.10208,                0.41667,                0.83333,                 2.0371,             9.1246e-05,             9.1246e-05,             9.1246e-05
                     88,                0.11977,                0.41667,                0.83333,                 2.0391,             8.6158e-05,             8.6158e-05,             8.6158e-05
                     89,                0.09164,                0.41667,                0.83333,                 2.0391,             8.0928e-05,             8.0928e-05,             8.0928e-05
                     90,                0.06699,                0.41667,                0.83333,                 2.0391,             7.5556e-05,             7.5556e-05,             7.5556e-05
                     91,                0.05663,                0.41667,                0.83333,                 2.0391,             7.0043e-05,             7.0043e-05,             7.0043e-05
                     92,                0.14306,                0.41667,                0.83333,                  2.043,             6.4389e-05,             6.4389e-05,             6.4389e-05
                     93,                0.10447,                0.41667,                0.83333,                  2.043,             5.8594e-05,             5.8594e-05,             5.8594e-05
                     94,                 0.0956,                0.41667,                0.83333,                  2.043,             5.2657e-05,             5.2657e-05,             5.2657e-05
                     95,                0.10765,                0.41667,                0.83333,                  2.043,             4.6579e-05,             4.6579e-05,             4.6579e-05
                     96,                0.10362,                0.41667,                0.83333,                 2.0449,             4.0359e-05,             4.0359e-05,             4.0359e-05
                     97,                0.07104,                0.41667,                0.83333,                 2.0449,             3.3998e-05,             3.3998e-05,             3.3998e-05
                     98,                0.09791,                0.41667,                0.83333,                 2.0449,             2.7495e-05,             2.7495e-05,             2.7495e-05
                     99,                0.10776,                0.41667,                0.83333,                 2.0449,             2.0852e-05,             2.0852e-05,             2.0852e-05
                    100,                0.14772,                0.41667,                0.83333,                 2.0391,             1.4067e-05,             1.4067e-05,             1.4067e-05
