                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                0.97342,                0.16667,                0.83333,                 2.2617,             0.00015058,             0.00015058,             0.00015058
                     32,                0.81259,                0.16667,                0.83333,                 2.2617,             0.00015341,             0.00015341,             0.00015341
                     33,                 1.0207,                0.41667,                0.83333,                 2.2617,              0.0001561,              0.0001561,              0.0001561
                     34,                 1.1139,                0.41667,                0.83333,                 2.2617,             0.00015864,             0.00015864,             0.00015864
                     35,                 1.0988,                0.33333,                0.66667,                 2.2559,             0.00016105,             0.00016105,             0.00016105
                     36,                0.92217,                0.33333,                0.66667,                 2.2559,             0.00016331,             0.00016331,             0.00016331
                     37,                 1.0397,                0.41667,                0.66667,                 2.2461,             0.00016543,             0.00016543,             0.00016543
                     38,                0.90896,                0.41667,                0.66667,                 2.2461,             0.00016741,             0.00016741,             0.00016741
                     39,                 1.1435,                0.41667,                0.66667,                 2.2285,             0.00016925,             0.00016925,             0.00016925
                     40,                0.84291,                0.41667,                0.66667,                 2.2285,             0.00017095,             0.00017095,             0.00017095
                     41,                0.97559,                0.41667,                0.66667,                 2.2188,              0.0001725,              0.0001725,              0.0001725
                     42,                0.78362,                0.41667,                0.66667,                 2.2188,             0.00017392,             0.00017392,             0.00017392
                     43,                 1.0352,                0.41667,                0.66667,                 2.2266,             0.00017519,             0.00017519,             0.00017519
                     44,                0.73112,                0.41667,                0.66667,                 2.2266,             0.00017632,             0.00017632,             0.00017632
                     45,                0.72901,                0.41667,                0.66667,                 2.2148,             0.00017731,             0.00017731,             0.00017731
                     46,                 0.6796,                0.41667,                0.66667,                 2.2148,             0.00017816,             0.00017816,             0.00017816
                     47,                0.84164,                0.41667,                   0.75,                 2.2109,             0.00017887,             0.00017887,             0.00017887
                     48,                0.84298,                0.41667,                   0.75,                 2.2109,             0.00017943,             0.00017943,             0.00017943
                     49,                0.55093,                0.41667,                   0.75,                 2.2051,             0.00017986,             0.00017986,             0.00017986
                     50,                0.62579,                0.41667,                   0.75,                 2.2051,             0.00018014,             0.00018014,             0.00018014
                     51,                0.80238,                0.41667,                   0.75,                 2.1914,             0.00018028,             0.00018028,             0.00018028
                     52,                0.81539,                0.41667,                   0.75,                 2.1914,             0.00018029,             0.00018029,             0.00018029
                     53,                0.79429,                0.41667,                   0.75,                 2.1914,             0.00018015,             0.00018015,             0.00018015
                     54,                0.55218,                    0.5,                   0.75,                 2.1797,             0.00017986,             0.00017986,             0.00017986
                     55,                0.55727,                    0.5,                   0.75,                 2.1797,             0.00017944,             0.00017944,             0.00017944
                     56,                0.50723,                    0.5,                   0.75,                 2.1797,             0.00017887,             0.00017887,             0.00017887
                     57,                0.56213,                    0.5,                   0.75,                 2.1621,             0.00017817,             0.00017817,             0.00017817
                     58,                 0.5877,                    0.5,                   0.75,                 2.1621,             0.00017732,             0.00017732,             0.00017732
                     59,                0.64764,                    0.5,                   0.75,                 2.1621,             0.00017633,             0.00017633,             0.00017633
                     60,                0.60374,                    0.5,                0.66667,                 2.1426,              0.0001752,              0.0001752,              0.0001752
                     61,                0.64066,                    0.5,                0.66667,                 2.1426,             0.00017393,             0.00017393,             0.00017393
                     62,                0.48034,                    0.5,                0.66667,                 2.1426,             0.00017252,             0.00017252,             0.00017252
                     63,                0.50167,                    0.5,                   0.75,                 2.1328,             0.00017096,             0.00017096,             0.00017096
                     64,                0.48018,                    0.5,                   0.75,                 2.1328,             0.00016927,             0.00016927,             0.00016927
                     65,                0.50766,                    0.5,                   0.75,                 2.1328,             0.00016743,             0.00016743,             0.00016743
                     66,                0.44624,                    0.5,                   0.75,                 2.1269,             0.00016545,             0.00016545,             0.00016545
                     67,                0.57077,                    0.5,                   0.75,                 2.1269,             0.00016333,             0.00016333,             0.00016333
                     68,                0.45141,                    0.5,                   0.75,                 2.1269,             0.00016107,             0.00016107,             0.00016107
                     69,                0.50293,                    0.5,                   0.75,                 2.1172,             0.00015867,             0.00015867,             0.00015867
                     70,                0.69655,                    0.5,                   0.75,                 2.1172,             0.00015612,             0.00015612,             0.00015612
                     71,                0.33035,                    0.5,                   0.75,                 2.1172,             0.00015344,             0.00015344,             0.00015344
                     72,                0.50018,                0.58333,                   0.75,                 2.0957,             0.00015061,             0.00015061,             0.00015061
                     73,                0.26354,                0.58333,                   0.75,                 2.0957,             0.00014764,             0.00014764,             0.00014764
                     74,                0.40875,                0.58333,                   0.75,                 2.0957,             0.00014453,             0.00014453,             0.00014453
                     75,                0.42153,                    0.5,                   0.75,                 2.0879,             0.00014128,             0.00014128,             0.00014128
                     76,                 0.5202,                    0.5,                   0.75,                 2.0879,             0.00013789,             0.00013789,             0.00013789
                     77,                0.34448,                    0.5,                   0.75,                 2.0879,             0.00013436,             0.00013436,             0.00013436
                     78,                0.37081,                    0.5,                   0.75,                 2.0996,             0.00013068,             0.00013068,             0.00013068
                     79,                0.51557,                    0.5,                   0.75,                 2.0996,             0.00012687,             0.00012687,             0.00012687
                     80,                0.45268,                    0.5,                   0.75,                 2.0996,             0.00012291,             0.00012291,             0.00012291
                     81,                0.43884,                    0.5,                   0.75,                 2.1113,             0.00011881,             0.00011881,             0.00011881
                     82,                0.39902,                    0.5,                   0.75,                 2.1113,             0.00011457,             0.00011457,             0.00011457
                     83,                0.50453,                    0.5,                   0.75,                 2.1113,             0.00011019,             0.00011019,             0.00011019
                     84,                0.47015,                   0.25,                   0.75,                 2.1387,             0.00010566,             0.00010566,             0.00010566
                     85,                0.39417,                   0.25,                   0.75,                 2.1387,               0.000101,               0.000101,               0.000101
                     86,                0.32743,                   0.25,                   0.75,                 2.1387,             9.6194e-05,             9.6194e-05,             9.6194e-05
                     87,                0.36771,                   0.25,                   0.75,                 2.1387,             9.1246e-05,             9.1246e-05,             9.1246e-05
                     88,                0.27405,                0.33333,                   0.75,                 2.1621,             8.6158e-05,             8.6158e-05,             8.6158e-05
                     89,                0.28322,                0.33333,                   0.75,                 2.1621,             8.0928e-05,             8.0928e-05,             8.0928e-05
                     90,                0.24451,                0.33333,                   0.75,                 2.1621,             7.5556e-05,             7.5556e-05,             7.5556e-05
                     91,                0.25524,                0.33333,                   0.75,                 2.1621,             7.0043e-05,             7.0043e-05,             7.0043e-05
                     92,                0.32339,                0.33333,                   0.75,                 2.1543,             6.4389e-05,             6.4389e-05,             6.4389e-05
                     93,                 0.2935,                0.33333,                   0.75,                 2.1543,             5.8594e-05,             5.8594e-05,             5.8594e-05
                     94,                0.27447,                0.33333,                   0.75,                 2.1543,             5.2657e-05,             5.2657e-05,             5.2657e-05
                     95,                 0.2085,                0.33333,                   0.75,                 2.1543,             4.6579e-05,             4.6579e-05,             4.6579e-05
                     96,                0.31553,                0.33333,                   0.75,                 2.1406,             4.0359e-05,             4.0359e-05,             4.0359e-05
                     97,                0.10104,                0.33333,                   0.75,                 2.1406,             3.3998e-05,             3.3998e-05,             3.3998e-05
                     98,                0.29575,                0.33333,                   0.75,                 2.1406,             2.7495e-05,             2.7495e-05,             2.7495e-05
                     99,                0.41642,                0.33333,                   0.75,                 2.1406,             2.0852e-05,             2.0852e-05,             2.0852e-05
                    100,                0.29156,                0.33333,                0.83333,                 2.1719,             1.4067e-05,             1.4067e-05,             1.4067e-05
