                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 0.8765,                 1.0798,                 1.4153,                0.36585,                0.78826,                0.46611,                 0.3784,                0.70159,                0.90061,                 1.2187,              0.0091288,              0.0091288,              0.0091288
                     46,                0.88295,                 1.0687,                 1.4162,                0.38531,                0.75336,                 0.4909,                0.40189,                0.67556,                0.88128,                  1.201,               0.009109,               0.009109,               0.009109
                     47,                0.87859,                 1.0772,                 1.4151,                0.37893,                0.72915,                0.50179,                0.39921,                0.70949,                0.91263,                 1.2221,              0.0090892,              0.0090892,              0.0090892
                     48,                0.86525,                 1.0652,                 1.4056,                0.39704,                0.66181,                0.50385,                 0.4025,                 0.7167,                0.90647,                 1.2278,              0.0090694,              0.0090694,              0.0090694
                     49,                0.87448,                 1.0626,                 1.4124,                 0.3579,                0.74096,                0.48563,                0.39607,                0.71144,                0.92141,                 1.2187,              0.0090496,              0.0090496,              0.0090496
                     50,                0.86854,                 1.0647,                 1.4061,                0.40823,                0.69298,                0.48421,                0.39469,                0.66714,                0.88315,                 1.1845,              0.0090298,              0.0090298,              0.0090298
                     51,                0.85343,                 1.0459,                  1.398,                0.37402,                0.72178,                0.50633,                0.40823,                0.69914,                0.89314,                 1.2089,                0.00901,                0.00901,                0.00901
                     52,                0.84907,                  1.049,                 1.3934,                0.38393,                0.72403,                0.50779,                0.42983,                0.64877,                0.88371,                 1.1572,              0.0089902,              0.0089902,              0.0089902
                     53,                0.85189,                 1.0508,                 1.3917,                0.39836,                0.73748,                0.50064,                0.40648,                 0.6594,                0.85886,                 1.1708,              0.0089704,              0.0089704,              0.0089704
                     54,                  0.844,                 1.0352,                 1.3847,                 0.3865,                0.77377,                0.53378,                0.43959,                0.66878,                0.84139,                 1.1889,              0.0089506,              0.0089506,              0.0089506
                     55,                0.84466,                 1.0332,                 1.3833,                0.39945,                0.69942,                0.53718,                0.43765,                0.66362,                0.83416,                 1.1619,              0.0089308,              0.0089308,              0.0089308
                     56,                   0.84,                 1.0221,                 1.3795,                0.37715,                0.69535,                0.50603,                0.41541,                0.64564,                0.86204,                  1.168,               0.008911,               0.008911,               0.008911
                     57,                0.84111,                 1.0278,                 1.3785,                 0.4152,                0.69543,                0.52785,                0.42933,                0.66056,                0.86326,                 1.1797,              0.0088912,              0.0088912,              0.0088912
                     58,                0.83714,                 1.0253,                 1.3799,                0.56794,                0.62704,                0.54083,                0.44127,                0.62511,                0.82881,                 1.1468,              0.0088714,              0.0088714,              0.0088714
                     59,                 0.8342,                 1.0234,                 1.3769,                0.42971,                0.71542,                0.53191,                0.42671,                0.65322,                0.83335,                 1.1835,              0.0088516,              0.0088516,              0.0088516
                     60,                0.82384,                 1.0184,                 1.3617,                0.41696,                0.65807,                0.53674,                0.45064,                0.62193,                0.82677,                 1.1587,              0.0088318,              0.0088318,              0.0088318
                     61,                0.82326,                 1.0011,                  1.364,                0.40452,                0.69609,                0.56472,                0.46026,                0.64579,                0.83405,                 1.1705,               0.008812,               0.008812,               0.008812
                     62,                0.83145,                 1.0133,                 1.3707,                0.45418,                0.72145,                0.52732,                0.43365,                0.63689,                0.80457,                 1.1507,              0.0087922,              0.0087922,              0.0087922
                     63,                0.82145,                 1.0018,                 1.3638,                0.42747,                0.73723,                0.51559,                0.43179,                0.60364,                0.83077,                 1.1433,              0.0087724,              0.0087724,              0.0087724
                     64,                0.82555,                 1.0039,                 1.3611,                0.40921,                0.73263,                0.52227,                0.43692,                0.61442,                0.83068,                 1.1496,              0.0087526,              0.0087526,              0.0087526
                     65,                0.82163,                0.99207,                 1.3594,                0.43851,                0.70287,                0.53811,                0.45027,                 0.6132,                0.80897,                 1.1367,              0.0087328,              0.0087328,              0.0087328
                     66,                0.81457,                 0.9869,                 1.3594,                0.41338,                0.75966,                0.54083,                0.45496,                0.61135,                0.80696,                 1.1246,               0.008713,               0.008713,               0.008713
                     67,                0.79865,                0.98271,                 1.3446,                0.42747,                0.70124,                0.54992,                0.45981,                0.60389,                 0.8035,                 1.1262,              0.0086932,              0.0086932,              0.0086932
                     68,                0.79725,                0.98419,                 1.3429,                0.45885,                0.71438,                0.56753,                0.47685,                0.60018,                  0.794,                  1.119,              0.0086734,              0.0086734,              0.0086734
                     69,                0.81057,                0.98268,                 1.3505,                0.46251,                0.66783,                0.57083,                0.46861,                0.62216,                0.79756,                 1.1341,              0.0086536,              0.0086536,              0.0086536
                     70,                0.79907,                0.98124,                 1.3368,                0.49349,                0.67889,                0.58538,                0.49208,                0.60299,                0.78887,                 1.1198,              0.0086338,              0.0086338,              0.0086338
                     71,                0.80119,                0.96535,                 1.3381,                0.44677,                0.72579,                0.54674,                 0.4519,                0.61438,                  0.783,                 1.1283,               0.008614,               0.008614,               0.008614
                     72,                0.79913,                0.97021,                 1.3383,                0.43718,                0.72187,                0.58149,                0.48698,                0.59906,                0.78757,                 1.1228,              0.0085942,              0.0085942,              0.0085942
                     73,                0.78567,                0.95961,                 1.3279,                0.48218,                0.63152,                 0.5372,                0.45198,                0.59897,                 0.8427,                  1.125,              0.0085744,              0.0085744,              0.0085744
                     74,                0.79915,                0.96527,                 1.3444,                0.44337,                0.68211,                0.54439,                0.45719,                0.60597,                0.83425,                 1.1295,              0.0085546,              0.0085546,              0.0085546
                     75,                0.78513,                0.95293,                 1.3231,                0.50956,                0.66245,                0.57388,                0.48252,                0.58995,                0.78872,                 1.1132,              0.0085348,              0.0085348,              0.0085348
                     76,                0.78508,                0.94788,                 1.3254,                0.49088,                0.69133,                0.58518,                0.49537,                0.57513,                0.77499,                 1.0975,               0.008515,               0.008515,               0.008515
                     77,                0.78168,                0.93706,                 1.3203,                0.53427,                0.61149,                0.55921,                0.47263,                0.57411,                0.78285,                  1.092,              0.0084952,              0.0084952,              0.0084952
                     78,                 0.7877,                0.95047,                 1.3209,                 0.5173,                0.64177,                0.59975,                0.50615,                0.57797,                0.74554,                  1.096,              0.0084754,              0.0084754,              0.0084754
                     79,                0.78765,                0.94172,                  1.324,                0.49196,                0.69994,                0.60787,                0.50923,                0.59737,                0.76002,                 1.1075,              0.0084556,              0.0084556,              0.0084556
                     80,                0.77785,                0.93964,                  1.313,                0.49614,                0.72488,                0.55676,                0.46895,                0.58372,                0.83023,                 1.1049,              0.0084358,              0.0084358,              0.0084358
                     81,                0.77181,                0.93117,                 1.3083,                0.48319,                 0.7079,                0.58133,                0.49112,                0.58549,                0.76284,                 1.1138,               0.008416,               0.008416,               0.008416
                     82,                0.77147,                 0.9245,                 1.3105,                0.49676,                0.69727,                0.60426,                0.51122,                0.57117,                0.74495,                 1.0998,              0.0083962,              0.0083962,              0.0083962
                     83,                0.77396,                0.93368,                   1.31,                0.44307,                0.71871,                0.58726,                0.49422,                0.57732,                0.78125,                 1.1003,              0.0083764,              0.0083764,              0.0083764
                     84,                0.77783,                0.92759,                 1.3105,                0.50239,                0.68167,                0.58869,                0.49558,                0.58495,                0.75609,                 1.1124,              0.0083566,              0.0083566,              0.0083566
                     85,                0.77047,                0.91928,                 1.3018,                  0.504,                0.65792,                0.59766,                0.49431,                0.59834,                0.77304,                  1.116,              0.0083368,              0.0083368,              0.0083368
                     86,                0.78012,                0.92605,                 1.3086,                0.48903,                0.68884,                0.60747,                0.51198,                0.58373,                0.76639,                 1.1143,               0.008317,               0.008317,               0.008317
                     87,                 0.7585,                0.91452,                  1.296,                 0.5312,                0.63258,                0.59613,                0.50395,                0.56707,                 0.7502,                 1.0918,              0.0082972,              0.0082972,              0.0082972
                     88,                0.76501,                0.91095,                 1.3021,                0.52036,                0.65075,                0.59668,                0.50401,                0.57699,                0.76759,                 1.1019,              0.0082774,              0.0082774,              0.0082774
                     89,                0.76282,                0.91326,                 1.3003,                 0.5108,                0.68153,                0.61524,                0.51332,                0.56169,                0.74671,                 1.0948,              0.0082576,              0.0082576,              0.0082576
                     90,                0.75847,                0.91176,                  1.294,                0.51293,                0.73236,                0.58989,                0.49866,                0.56616,                0.75635,                 1.0944,              0.0082378,              0.0082378,              0.0082378
                     91,                 0.7552,                0.90528,                  1.293,                0.47481,                0.68754,                 0.6026,                0.50462,                0.57709,                0.79581,                 1.1125,               0.008218,               0.008218,               0.008218
                     92,                0.75435,                 0.8967,                 1.2889,                 0.4923,                0.68081,                0.57529,                0.49136,                0.55933,                0.75567,                 1.1048,              0.0081982,              0.0081982,              0.0081982
                     93,                0.75684,                0.89843,                 1.2944,                0.55465,                0.62263,                0.59884,                0.50773,                0.56512,                 0.7469,                 1.0957,              0.0081784,              0.0081784,              0.0081784
                     94,                0.75869,                 0.9001,                 1.2918,                0.50235,                0.68429,                0.61291,                0.52105,                0.55327,                0.73962,                 1.0823,              0.0081586,              0.0081586,              0.0081586
                     95,                0.75645,                0.89529,                 1.2898,                0.52075,                0.65869,                0.60792,                0.51239,                0.56013,                 0.7356,                 1.0994,              0.0081388,              0.0081388,              0.0081388
                     96,                0.75318,                0.88654,                 1.2896,                0.55503,                0.62501,                 0.6221,                0.53037,                0.55398,                0.73107,                 1.0884,               0.008119,               0.008119,               0.008119
                     97,                0.75725,                0.88435,                 1.2894,                0.58105,                0.58963,                0.61642,                0.51201,                0.59601,                0.74468,                 1.1249,              0.0080992,              0.0080992,              0.0080992
                     98,                0.74017,                0.87848,                 1.2792,                0.56945,                0.62764,                0.62343,                 0.5253,                0.56685,                0.73122,                 1.0957,              0.0080794,              0.0080794,              0.0080794
                     99,                0.74344,                 0.8734,                 1.2813,                0.53708,                0.68314,                0.60696,                0.50977,                 0.5625,                0.75161,                 1.0914,              0.0080596,              0.0080596,              0.0080596
                    100,                0.74007,                0.87375,                 1.2735,                0.52146,                0.66092,                0.60433,                0.50794,                0.57872,                0.77067,                 1.1109,              0.0080398,              0.0080398,              0.0080398
                    101,                0.73511,                0.86212,                 1.2748,                0.56665,                0.58914,                0.60315,                  0.511,                0.54289,                0.74919,                 1.0794,                0.00802,                0.00802,                0.00802
                    102,                0.72705,                0.86791,                 1.2686,                0.48081,                0.72078,                0.60932,                0.51213,                0.56024,                0.77341,                 1.1013,              0.0080002,              0.0080002,              0.0080002
                    103,                0.73848,                 0.8639,                 1.2766,                0.50232,                0.71305,                0.62316,                0.53106,                0.55021,                0.73751,                 1.0795,              0.0079804,              0.0079804,              0.0079804
                    104,                0.73087,                0.85624,                 1.2751,                0.49945,                0.70695,                0.60175,                0.51165,                0.55902,                0.75431,                 1.0859,              0.0079606,              0.0079606,              0.0079606
                    105,                0.73933,                0.85945,                 1.2721,                0.49393,                0.69979,                0.59597,                0.50996,                0.55127,                0.75082,                 1.0907,              0.0079408,              0.0079408,              0.0079408
                    106,                0.72686,                0.84783,                 1.2662,                0.50255,                0.72725,                0.60467,                0.51938,                0.54611,                0.74447,                 1.0784,               0.007921,               0.007921,               0.007921
                    107,                0.73282,                0.85005,                 1.2676,                0.52469,                 0.6777,                0.59973,                0.51205,                0.55586,                0.74723,                 1.0843,              0.0079012,              0.0079012,              0.0079012
                    108,                0.72692,                0.84993,                   1.26,                0.50569,                0.72534,                0.58838,                0.49702,                0.55347,                0.75237,                 1.0991,              0.0078814,              0.0078814,              0.0078814
                    109,                0.72353,                0.83605,                 1.2606,                0.52908,                0.68289,                0.62217,                0.53173,                0.53081,                0.73028,                  1.072,              0.0078616,              0.0078616,              0.0078616
                    110,                0.72156,                0.83125,                 1.2618,                0.57582,                0.64062,                0.61854,                0.52741,                0.53971,                0.72449,                 1.0783,              0.0078418,              0.0078418,              0.0078418
                    111,                0.73351,                  0.837,                 1.2683,                 0.5124,                0.71808,                0.60961,                0.51896,                0.55216,                0.76398,                 1.0936,               0.007822,               0.007822,               0.007822
                    112,                0.72537,                0.83705,                 1.2635,                0.52439,                0.69299,                0.60099,                0.51513,                0.53356,                0.74024,                 1.0621,              0.0078022,              0.0078022,              0.0078022
                    113,                0.72698,                0.83771,                 1.2583,                0.49511,                0.71736,                0.59014,                0.50421,                0.55526,                0.75666,                 1.0914,              0.0077824,              0.0077824,              0.0077824
                    114,                0.71899,                0.83437,                 1.2623,                0.51262,                0.68155,                0.60859,                0.51658,                0.54661,                0.76005,                 1.0872,              0.0077626,              0.0077626,              0.0077626
                    115,                0.71783,                0.81355,                  1.255,                0.54062,                0.67361,                0.61264,                0.52396,                0.53788,                0.74949,                 1.0647,              0.0077428,              0.0077428,              0.0077428
                    116,                0.72028,                 0.8271,                 1.2575,                 0.4838,                0.75791,                0.61129,                0.52744,                0.55253,                0.75733,                 1.0807,               0.007723,               0.007723,               0.007723
                    117,                0.71745,                0.82534,                  1.253,                 0.5165,                 0.6821,                0.60644,                0.52307,                 0.5299,                0.74534,                  1.068,              0.0077032,              0.0077032,              0.0077032
                    118,                0.71337,                0.81941,                 1.2537,                0.55637,                 0.6806,                0.61993,                0.52786,                0.54352,                0.75054,                 1.0806,              0.0076834,              0.0076834,              0.0076834
                    119,                  0.721,                0.81389,                 1.2578,                0.57152,                0.68808,                0.63466,                0.53959,                  0.545,                0.73568,                 1.0737,              0.0076636,              0.0076636,              0.0076636
                    120,                0.71228,                0.81091,                 1.2515,                 0.5677,                 0.6425,                 0.6228,                0.53112,                0.54045,                0.73994,                 1.0742,              0.0076438,              0.0076438,              0.0076438
                    121,                 0.7103,                0.80311,                 1.2482,                0.51366,                0.73437,                0.61763,                0.52778,                0.53384,                0.75113,                 1.0706,               0.007624,               0.007624,               0.007624
                    122,                0.71388,                0.79781,                 1.2491,                 0.5216,                0.72079,                0.61377,                0.52324,                 0.5408,                0.76547,                 1.0718,              0.0076042,              0.0076042,              0.0076042
                    123,                0.70866,                0.79776,                 1.2488,                0.51625,                0.72963,                0.61589,                0.52651,                0.53162,                0.74192,                 1.0744,              0.0075844,              0.0075844,              0.0075844
                    124,                0.70492,                0.80286,                 1.2432,                0.58023,                0.62492,                0.63592,                0.54365,                0.52637,                0.72046,                 1.0708,              0.0075646,              0.0075646,              0.0075646
                    125,                0.70619,                0.78881,                   1.25,                0.52198,                 0.7128,                0.59822,                0.51285,                0.53049,                0.76722,                 1.0633,              0.0075448,              0.0075448,              0.0075448
                    126,                0.70855,                0.79745,                 1.2431,                0.51677,                0.73865,                 0.6107,                0.52766,                0.53765,                0.74993,                 1.0751,               0.007525,               0.007525,               0.007525
                    127,                0.70691,                0.79165,                 1.2452,                0.52999,                0.68423,                0.60728,                0.52316,                0.53801,                0.75838,                 1.0739,              0.0075052,              0.0075052,              0.0075052
                    128,                 0.7201,                 0.7967,                 1.2545,                0.52645,                0.72863,                0.60548,                0.51577,                0.53269,                0.77178,                 1.0737,              0.0074854,              0.0074854,              0.0074854
                    129,                0.69756,                0.78172,                 1.2405,                0.53811,                0.67429,                0.61495,                0.52781,                0.53547,                0.75143,                 1.0777,              0.0074656,              0.0074656,              0.0074656
                    130,                0.70303,                0.77555,                 1.2371,                0.51649,                0.77607,                0.61704,                0.53064,                0.52783,                0.75739,                 1.0689,              0.0074458,              0.0074458,              0.0074458
                    131,                0.69397,                0.76663,                 1.2365,                0.53431,                 0.7328,                0.63138,                0.54813,                0.51991,                0.73467,                 1.0588,               0.007426,               0.007426,               0.007426
                    132,                0.70356,                0.78729,                  1.244,                0.50176,                0.74817,                0.61949,                0.53649,                0.52799,                0.74568,                 1.0622,              0.0074062,              0.0074062,              0.0074062
                    133,                0.69398,                0.77308,                 1.2325,                0.57272,                0.61716,                0.62867,                 0.5409,                0.53165,                 0.7345,                 1.0647,              0.0073864,              0.0073864,              0.0073864
                    134,                0.69472,                0.76789,                 1.2393,                0.57995,                0.66692,                0.63097,                0.54185,                0.52938,                0.73861,                 1.0682,              0.0073666,              0.0073666,              0.0073666
                    135,                 0.6944,                 0.7677,                 1.2347,                0.55581,                  0.705,                0.62956,                 0.5428,                0.52448,                0.74369,                 1.0635,              0.0073468,              0.0073468,              0.0073468
                    136,                0.69176,                0.75942,                 1.2345,                0.54486,                0.69888,                0.61616,                0.53391,                0.53003,                0.75256,                   1.07,               0.007327,               0.007327,               0.007327
                    137,                0.70097,                0.76415,                 1.2383,                 0.5488,                0.67759,                0.61711,                0.53315,                 0.5319,                0.75741,                 1.0691,              0.0073072,              0.0073072,              0.0073072
                    138,                0.69131,                0.75641,                 1.2367,                0.50538,                0.73546,                0.62111,                0.53803,                0.52655,                0.75057,                 1.0668,              0.0072874,              0.0072874,              0.0072874
                    139,                0.69053,                0.75624,                 1.2328,                0.50378,                0.70383,                0.60669,                0.52658,                0.51788,                0.77362,                 1.0632,              0.0072676,              0.0072676,              0.0072676
                    140,                0.69093,                0.75525,                 1.2308,                 0.5556,                0.64086,                0.60927,                0.52402,                0.52224,                0.75041,                 1.0646,              0.0072478,              0.0072478,              0.0072478
                    141,                0.68583,                0.74586,                 1.2233,                0.56732,                 0.6317,                0.61591,                 0.5303,                0.52207,                 0.7622,                  1.059,               0.007228,               0.007228,               0.007228
