                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                 1.7046,                0.08333,                    0.5,                 2.3047,             0.00017943,             0.00017943,             0.00017943
                     49,                 1.7818,                0.08333,                    0.5,                 2.3027,             0.00017986,             0.00017986,             0.00017986
                     50,                 1.8069,                0.08333,                    0.5,                 2.3027,             0.00018014,             0.00018014,             0.00018014
                     51,                 1.8135,                0.08333,                0.58333,                 2.3047,             0.00018028,             0.00018028,             0.00018028
                     52,                 1.8079,                0.08333,                0.58333,                 2.3047,             0.00018029,             0.00018029,             0.00018029
                     53,                  1.704,                0.08333,                0.58333,                 2.3047,             0.00018015,             0.00018015,             0.00018015
                     54,                 1.9207,                      0,                   0.75,                 2.3047,             0.00017986,             0.00017986,             0.00017986
                     55,                  1.718,                      0,                   0.75,                 2.3047,             0.00017944,             0.00017944,             0.00017944
                     56,                 1.3911,                      0,                   0.75,                 2.3047,             0.00017887,             0.00017887,             0.00017887
                     57,                 1.6587,                      0,                0.83333,                 2.2988,             0.00017817,             0.00017817,             0.00017817
                     58,                 1.5554,                      0,                0.83333,                 2.2988,             0.00017732,             0.00017732,             0.00017732
                     59,                 1.6616,                      0,                0.83333,                 2.2988,             0.00017633,             0.00017633,             0.00017633
                     60,                 1.6158,                      0,                   0.75,                 2.2969,              0.0001752,              0.0001752,              0.0001752
                     61,                   1.72,                      0,                   0.75,                 2.2969,             0.00017393,             0.00017393,             0.00017393
                     62,                 1.5364,                      0,                   0.75,                 2.2969,             0.00017252,             0.00017252,             0.00017252
                     63,                 1.4928,                      0,                   0.75,                 2.2969,             0.00017096,             0.00017096,             0.00017096
                     64,                 1.6032,                      0,                   0.75,                 2.2969,             0.00016927,             0.00016927,             0.00016927
                     65,                 1.2572,                      0,                   0.75,                 2.2969,             0.00016743,             0.00016743,             0.00016743
                     66,                 1.3806,                0.08333,                   0.75,                 2.3008,             0.00016545,             0.00016545,             0.00016545
                     67,                  1.387,                0.08333,                   0.75,                 2.3008,             0.00016333,             0.00016333,             0.00016333
                     68,                 1.3325,                0.08333,                   0.75,                 2.3008,             0.00016107,             0.00016107,             0.00016107
                     69,                 1.4648,                0.08333,                   0.75,                 2.3027,             0.00015867,             0.00015867,             0.00015867
                     70,                  1.403,                0.08333,                   0.75,                 2.3027,             0.00015612,             0.00015612,             0.00015612
                     71,                 1.2651,                0.08333,                   0.75,                 2.3027,             0.00015344,             0.00015344,             0.00015344
                     72,                  1.225,                0.08333,                0.83333,                 2.3066,             0.00015061,             0.00015061,             0.00015061
                     73,                 1.2758,                0.08333,                0.83333,                 2.3066,             0.00014764,             0.00014764,             0.00014764
                     74,                 1.4577,                0.08333,                0.83333,                 2.3066,             0.00014453,             0.00014453,             0.00014453
                     75,                 1.4834,                0.08333,                0.66667,                 2.2969,             0.00014128,             0.00014128,             0.00014128
                     76,                 1.3827,                0.08333,                0.66667,                 2.2969,             0.00013789,             0.00013789,             0.00013789
                     77,                 1.0718,                0.08333,                0.66667,                 2.2969,             0.00013436,             0.00013436,             0.00013436
                     78,                 1.4372,                      0,                0.66667,                 2.2969,             0.00013068,             0.00013068,             0.00013068
                     79,                 1.4356,                      0,                0.66667,                 2.2969,             0.00012687,             0.00012687,             0.00012687
                     80,                 1.4352,                      0,                0.66667,                 2.2969,             0.00012291,             0.00012291,             0.00012291
                     81,                 1.1976,                      0,                   0.75,                 2.3008,             0.00011881,             0.00011881,             0.00011881
                     82,                 1.3045,                      0,                   0.75,                 2.3008,             0.00011457,             0.00011457,             0.00011457
                     83,                 1.2146,                      0,                   0.75,                 2.3008,             0.00011019,             0.00011019,             0.00011019
                     84,                  1.421,                      0,                0.83333,                 2.2891,             0.00010566,             0.00010566,             0.00010566
                     85,                0.98459,                      0,                0.83333,                 2.2891,               0.000101,               0.000101,               0.000101
                     86,                 1.1783,                      0,                0.83333,                 2.2891,             9.6194e-05,             9.6194e-05,             9.6194e-05
                     87,                 1.1108,                      0,                0.83333,                 2.2891,             9.1246e-05,             9.1246e-05,             9.1246e-05
                     88,                 1.0199,                0.16667,                   0.75,                 2.2715,             8.6158e-05,             8.6158e-05,             8.6158e-05
                     89,                 1.1058,                0.16667,                   0.75,                 2.2715,             8.0928e-05,             8.0928e-05,             8.0928e-05
                     90,                0.87227,                0.16667,                   0.75,                 2.2715,             7.5556e-05,             7.5556e-05,             7.5556e-05
                     91,                0.97504,                0.16667,                   0.75,                 2.2715,             7.0043e-05,             7.0043e-05,             7.0043e-05
                     92,                 1.2042,                0.16667,                0.83333,                 2.2754,             6.4389e-05,             6.4389e-05,             6.4389e-05
                     93,                0.91817,                0.16667,                0.83333,                 2.2754,             5.8594e-05,             5.8594e-05,             5.8594e-05
                     94,                 1.0771,                0.16667,                0.83333,                 2.2754,             5.2657e-05,             5.2657e-05,             5.2657e-05
                     95,                0.90348,                0.16667,                0.83333,                 2.2754,             4.6579e-05,             4.6579e-05,             4.6579e-05
                     96,                0.98754,                0.08333,                   0.75,                  2.291,             4.0359e-05,             4.0359e-05,             4.0359e-05
                     97,                0.95483,                0.08333,                   0.75,                  2.291,             3.3998e-05,             3.3998e-05,             3.3998e-05
                     98,                0.89922,                0.08333,                   0.75,                  2.291,             2.7495e-05,             2.7495e-05,             2.7495e-05
                     99,                0.92191,                0.08333,                   0.75,                  2.291,             2.0852e-05,             2.0852e-05,             2.0852e-05
                    100,                0.91705,                0.08333,                   0.75,                 2.2871,             1.4067e-05,             1.4067e-05,             1.4067e-05
