                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.91153,                 1.1638,                 1.4728,                0.33216,                0.71968,                0.41891,                0.31532,                0.91606,                0.97414,                 1.4712,             0.00066602,             0.00066602,             0.00066602
                     29,                0.90016,                 1.1474,                 1.4709,                  0.327,                0.77591,                0.41733,                0.30169,                0.95475,                 1.0071,                 1.4745,             0.00065703,             0.00065703,             0.00065703
                     30,                0.90162,                 1.1463,                 1.4644,                0.32496,                 0.7767,                0.40862,                0.31604,                0.86702,                0.95674,                 1.3826,             0.00064803,             0.00064803,             0.00064803
                     31,                0.88776,                  1.124,                  1.451,                 0.3394,                0.75855,                0.43494,                0.33438,                0.84143,                 0.9622,                 1.3667,             0.00063903,             0.00063903,             0.00063903
                     32,                0.89805,                 1.1407,                 1.4636,                0.32144,                0.67042,                0.41146,                0.31957,                0.82549,                0.98564,                 1.3437,             0.00063003,             0.00063003,             0.00063003
                     33,                0.88712,                 1.1171,                 1.4527,                0.34678,                0.67096,                0.44373,                0.34986,                0.80628,                0.93117,                 1.3101,             0.00062103,             0.00062103,             0.00062103
                     34,                0.86904,                 1.1135,                  1.441,                0.33989,                0.74437,                 0.4453,                0.35347,                  0.783,                0.92362,                 1.3264,             0.00061203,             0.00061203,             0.00061203
                     35,                0.86312,                 1.0973,                  1.434,                0.33459,                0.71927,                0.45517,                0.35617,                0.81022,                0.94761,                  1.344,             0.00060303,             0.00060303,             0.00060303
                     36,                0.85773,                  1.092,                 1.4304,                0.37289,                0.69058,                0.43091,                0.34076,                0.79562,                0.91788,                 1.3236,             0.00059403,             0.00059403,             0.00059403
                     37,                0.85337,                 1.0873,                 1.4274,                 0.3465,                0.68841,                0.44865,                0.35414,                0.79669,                0.91982,                 1.3197,             0.00058503,             0.00058503,             0.00058503
                     38,                0.85019,                 1.0897,                 1.4258,                0.34547,                0.72399,                0.43113,                0.34418,                0.77207,                0.91906,                  1.288,             0.00057603,             0.00057603,             0.00057603
                     39,                0.83295,                 1.0599,                 1.4123,                0.52615,                0.61804,                0.45479,                0.36296,                0.79064,                   0.91,                 1.3221,             0.00056703,             0.00056703,             0.00056703
                     40,                0.84365,                 1.0689,                  1.423,                0.34815,                0.71284,                0.45972,                0.37091,                0.73755,                0.89295,                 1.2704,             0.00055804,             0.00055804,             0.00055804
                     41,                0.82538,                 1.0647,                 1.4048,                0.39093,                0.67986,                0.43539,                0.35308,                0.72267,                0.90292,                 1.2791,             0.00054904,             0.00054904,             0.00054904
                     42,                0.83293,                 1.0573,                 1.4064,                0.35053,                0.73531,                0.43953,                0.34588,                0.77883,                0.89926,                 1.3066,             0.00054004,             0.00054004,             0.00054004
                     43,                0.82747,                 1.0572,                 1.4077,                0.35644,                0.72503,                0.44432,                0.35971,                0.74499,                0.89123,                 1.2811,             0.00053104,             0.00053104,             0.00053104
                     44,                0.82121,                 1.0537,                 1.4027,                0.34208,                 0.7301,                0.43931,                0.35434,                0.73982,                0.87881,                 1.2688,             0.00052204,             0.00052204,             0.00052204
                     45,                0.81825,                   1.05,                 1.3995,                0.39288,                0.73587,                0.44552,                0.36392,                0.70536,                0.87583,                 1.2523,             0.00051304,             0.00051304,             0.00051304
                     46,                0.80993,                 1.0357,                 1.3912,                0.33524,                0.74953,                 0.4447,                0.36339,                0.71878,                0.90896,                  1.245,             0.00050404,             0.00050404,             0.00050404
                     47,                0.80894,                 1.0257,                 1.3903,                0.34525,                0.78708,                  0.439,                0.36209,                 0.7003,                0.86587,                 1.2408,             0.00049504,             0.00049504,             0.00049504
                     48,                0.79461,                  1.023,                 1.3818,                0.33775,                0.81484,                 0.4594,                0.38001,                0.69191,                0.89147,                 1.2251,             0.00048604,             0.00048604,             0.00048604
                     49,                0.79844,                 1.0235,                 1.3871,                0.35075,                0.80123,                0.46355,                0.38005,                0.69673,                0.88779,                 1.2452,             0.00047704,             0.00047704,             0.00047704
                     50,                 0.7949,                 1.0197,                 1.3805,                0.33788,                0.80634,                0.44859,                 0.3687,                0.68967,                0.85456,                 1.2133,             0.00046804,             0.00046804,             0.00046804
                     51,                0.78984,                 1.0105,                  1.377,                0.37127,                0.73635,                0.47216,                0.38267,                0.73283,                0.89076,                 1.2588,             0.00045904,             0.00045904,             0.00045904
                     52,                0.79103,                 1.0076,                 1.3764,                0.35014,                0.80566,                0.46657,                0.39039,                0.65235,                0.85006,                 1.1932,             0.00045005,             0.00045005,             0.00045005
                     53,                0.77728,                 1.0029,                 1.3683,                0.37487,                0.71905,                0.48156,                0.40511,                0.66108,                0.85027,                 1.2018,             0.00044105,             0.00044105,             0.00044105
                     54,                0.77998,                 1.0028,                 1.3677,                0.33487,                0.83028,                0.46945,                0.39169,                 0.6778,                0.84937,                 1.2226,             0.00043205,             0.00043205,             0.00043205
                     55,                0.77599,                0.99476,                 1.3654,                0.34901,                0.83618,                0.48155,                0.39801,                0.70659,                0.85986,                  1.243,             0.00042305,             0.00042305,             0.00042305
                     56,                0.77117,                0.99598,                 1.3641,                0.38373,                0.73806,                0.50319,                0.42079,                0.65618,                0.82467,                 1.2048,             0.00041405,             0.00041405,             0.00041405
                     57,                0.76908,                 0.9854,                 1.3572,                0.43207,                0.67282,                0.50812,                0.42439,                0.66002,                0.82023,                  1.202,             0.00040505,             0.00040505,             0.00040505
                     58,                0.76938,                0.98211,                 1.3609,                0.40225,                0.63268,                0.51891,                0.43591,                 0.6419,                0.82391,                 1.1751,             0.00039605,             0.00039605,             0.00039605
                     59,                0.75672,                0.96988,                 1.3464,                0.39875,                0.71753,                0.52467,                0.44218,                0.64018,                0.80384,                 1.1793,             0.00038705,             0.00038705,             0.00038705
                     60,                0.75168,                0.96953,                 1.3459,                 0.3916,                0.77432,                0.51268,                0.43342,                0.64017,                0.82534,                 1.1778,             0.00037805,             0.00037805,             0.00037805
                     61,                0.74756,                0.96412,                 1.3397,                0.42583,                0.70887,                0.52336,                0.44053,                0.64277,                 0.8056,                 1.1938,             0.00036905,             0.00036905,             0.00036905
                     62,                0.75809,                0.96956,                 1.3498,                0.40718,                0.75109,                0.53075,                0.44783,                 0.6285,                0.80111,                 1.1585,             0.00036005,             0.00036005,             0.00036005
                     63,                0.74339,                0.95929,                 1.3441,                0.45025,                0.67208,                0.52991,                0.44458,                0.64382,                0.80495,                 1.1943,             0.00035106,             0.00035106,             0.00035106
                     64,                0.74979,                0.96223,                 1.3455,                 0.4257,                0.72298,                0.54578,                0.45985,                0.62897,                0.79363,                 1.1744,             0.00034206,             0.00034206,             0.00034206
                     65,                0.74077,                0.95022,                 1.3372,                0.41532,                0.76806,                0.54358,                 0.4623,                0.61435,                0.78788,                 1.1572,             0.00033306,             0.00033306,             0.00033306
                     66,                0.74024,                0.94203,                 1.3358,                0.41193,                 0.6922,                 0.5469,                0.46264,                0.61869,                0.78451,                 1.1688,             0.00032406,             0.00032406,             0.00032406
                     67,                0.72887,                0.94069,                 1.3235,                0.43634,                0.73775,                0.56032,                0.47565,                 0.6129,                0.77064,                 1.1542,             0.00031506,             0.00031506,             0.00031506
                     68,                0.74202,                0.94336,                 1.3311,                0.43992,                0.75637,                0.54983,                0.46966,                0.60205,                0.77346,                  1.145,             0.00030606,             0.00030606,             0.00030606
                     69,                0.73282,                0.93894,                 1.3276,                0.43158,                 0.7468,                 0.5453,                0.46079,                0.62746,                0.78284,                 1.1573,             0.00029706,             0.00029706,             0.00029706
                     70,                0.72715,                0.92655,                 1.3207,                0.44112,                0.77781,                0.56297,                0.47729,                0.61735,                0.77704,                 1.1553,             0.00028806,             0.00028806,             0.00028806
                     71,                0.72359,                0.92417,                 1.3202,                0.45244,                0.75956,                 0.5667,                 0.4826,                0.58956,                0.75701,                   1.13,             0.00027906,             0.00027906,             0.00027906
                     72,                0.72435,                0.92168,                 1.3225,                0.45324,                0.71812,                0.54927,                0.46822,                0.59529,                0.76601,                 1.1326,             0.00027006,             0.00027006,             0.00027006
                     73,                0.71948,                 0.9289,                 1.3201,                0.46016,                0.75442,                0.56777,                0.48421,                0.58486,                0.75881,                  1.124,             0.00026106,             0.00026106,             0.00026106
                     74,                0.71249,                0.92337,                  1.317,                0.46349,                0.76305,                0.56025,                0.47969,                0.57418,                0.76347,                 1.1209,             0.00025207,             0.00025207,             0.00025207
                     75,                0.71362,                 0.9237,                 1.3135,                0.46015,                0.75007,                0.56858,                0.48496,                0.58449,                0.75062,                 1.1235,             0.00024307,             0.00024307,             0.00024307
                     76,                0.71437,                0.91801,                 1.3119,                 0.4793,                0.70666,                0.58766,                 0.5033,                0.58094,                0.74529,                 1.1212,             0.00023407,             0.00023407,             0.00023407
                     77,                0.71511,                0.91083,                 1.3133,                0.46184,                0.76543,                0.57881,                0.49536,                0.57324,                0.74568,                 1.1098,             0.00022507,             0.00022507,             0.00022507
                     78,                0.70712,                0.90445,                 1.3068,                0.46377,                0.76043,                0.57499,                0.49661,                0.57319,                0.74877,                 1.1166,             0.00021607,             0.00021607,             0.00021607
                     79,                0.70856,                0.90247,                 1.3077,                0.46185,                0.72909,                0.57907,                0.49443,                0.57792,                 0.7501,                 1.1266,             0.00020707,             0.00020707,             0.00020707
                     80,                0.71058,                0.89856,                 1.3102,                0.46132,                0.79058,                0.57927,                0.49777,                0.56682,                0.74078,                 1.1166,             0.00019807,             0.00019807,             0.00019807
                     81,                0.70185,                0.90423,                 1.3052,                0.48216,                0.70498,                0.56825,                0.49145,                 0.5796,                0.74772,                 1.1262,             0.00018907,             0.00018907,             0.00018907
                     82,                0.69781,                0.89901,                 1.3031,                  0.479,                0.70878,                0.57018,                  0.492,                0.57989,                0.75645,                 1.1173,             0.00018007,             0.00018007,             0.00018007
                     83,                0.69813,                0.88779,                 1.2997,                0.48102,                0.69634,                0.57843,                0.49696,                0.56988,                0.74107,                 1.1095,             0.00017107,             0.00017107,             0.00017107
                     84,                0.70125,                 0.8919,                 1.3022,                0.48156,                0.73459,                0.58763,                0.50491,                0.57287,                0.73794,                 1.1156,             0.00016207,             0.00016207,             0.00016207
                     85,                0.69425,                0.88667,                 1.2987,                0.46896,                0.72208,                0.57903,                0.49476,                0.58967,                0.73938,                 1.1262,             0.00015308,             0.00015308,             0.00015308
                     86,                0.68916,                0.88238,                 1.2938,                0.47162,                0.74443,                0.57413,                0.48762,                0.59603,                0.74544,                 1.1341,             0.00014408,             0.00014408,             0.00014408
                     87,                0.68333,                0.87422,                 1.2894,                0.49598,                0.71617,                0.58031,                0.49939,                0.56967,                 0.7262,                 1.1175,             0.00013508,             0.00013508,             0.00013508
                     88,                0.68337,                0.87313,                 1.2895,                0.49208,                0.72138,                0.59216,                0.50885,                0.56963,                0.72512,                 1.1129,             0.00012608,             0.00012608,             0.00012608
                     89,                0.68207,                0.87302,                 1.2885,                0.50651,                0.71453,                0.58657,                0.50277,                0.56715,                0.72616,                  1.114,             0.00011708,             0.00011708,             0.00011708
                     90,                0.67893,                0.86992,                 1.2834,                0.48928,                 0.7243,                0.58646,                0.50647,                0.56527,                0.72358,                 1.1071,             0.00010808,             0.00010808,             0.00010808
                     91,                0.59375,                0.71912,                 1.2181,                 0.5096,                0.69646,                0.60034,                0.51859,                0.57308,                0.72486,                 1.1116,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     92,                0.58732,                0.71148,                 1.2128,                 0.5154,                0.71432,                0.60286,                 0.5178,                0.56754,                0.71441,                 1.1121,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     93,                0.58174,                0.70497,                 1.2091,                0.50054,                0.74934,                0.60108,                0.51598,                 0.5667,                0.71718,                 1.1119,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     94,                0.57569,                0.70185,                 1.2078,                0.51191,                0.72328,                0.60486,                0.51994,                0.55918,                0.71328,                  1.102,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     95,                0.57319,                0.69688,                 1.2049,                0.51099,                0.72645,                0.59514,                0.51237,                0.55807,                0.71798,                 1.1039,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     96,                0.57447,                0.69039,                 1.2013,                0.51556,                0.72603,                 0.5959,                0.51524,                0.55841,                0.71763,                 1.1037,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     97,                0.56334,                  0.689,                 1.1981,                0.52096,                0.71433,                0.59537,                0.51439,                0.55886,                0.71472,                 1.1045,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     98,                0.56372,                0.68082,                 1.1947,                0.52429,                0.71003,                0.60665,                0.52438,                0.55172,                0.71244,                 1.1012,             3.6087e-05,             3.6087e-05,             3.6087e-05
                     99,                0.56209,                0.68043,                 1.1908,                0.51279,                0.72525,                0.60975,                0.52752,                0.55259,                0.70964,                  1.099,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    100,                0.55909,                0.67805,                 1.1917,                0.51739,                 0.7129,                0.60871,                 0.5272,                0.54867,                0.70855,                 1.0963,             1.8089e-05,             1.8089e-05,             1.8089e-05
