                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 0.0544,                   0.25,                   0.75,                 2.1309,             0.00017731,             0.00017731,             0.00017731
                     46,                0.17473,                   0.25,                   0.75,                 2.1309,             0.00017816,             0.00017816,             0.00017816
                     47,                0.33263,                0.16667,                   0.75,                 2.1289,             0.00017887,             0.00017887,             0.00017887
                     48,                0.26907,                0.16667,                   0.75,                 2.1289,             0.00017943,             0.00017943,             0.00017943
                     49,                0.05987,                0.41667,                   0.75,                 2.1074,             0.00017986,             0.00017986,             0.00017986
                     50,                0.10098,                0.41667,                   0.75,                 2.1074,             0.00018014,             0.00018014,             0.00018014
                     51,                 0.1343,                0.41667,                   0.75,                  2.084,             0.00018028,             0.00018028,             0.00018028
                     52,                0.43098,                0.41667,                   0.75,                  2.084,             0.00018029,             0.00018029,             0.00018029
                     53,                0.19323,                0.41667,                   0.75,                  2.084,             0.00018015,             0.00018015,             0.00018015
                     54,                0.09694,                    0.5,                0.66667,                 2.0684,             0.00017986,             0.00017986,             0.00017986
                     55,                0.05918,                    0.5,                0.66667,                 2.0684,             0.00017944,             0.00017944,             0.00017944
                     56,                0.08676,                    0.5,                0.66667,                 2.0684,             0.00017887,             0.00017887,             0.00017887
                     57,                0.10341,                    0.5,                   0.75,                 2.0488,             0.00017817,             0.00017817,             0.00017817
                     58,                0.07046,                    0.5,                   0.75,                 2.0488,             0.00017732,             0.00017732,             0.00017732
                     59,                0.16112,                    0.5,                   0.75,                 2.0488,             0.00017633,             0.00017633,             0.00017633
                     60,                0.09646,                0.41667,                   0.75,                 2.0957,              0.0001752,              0.0001752,              0.0001752
                     61,                0.24862,                0.41667,                   0.75,                 2.0957,             0.00017393,             0.00017393,             0.00017393
                     62,                0.05254,                0.41667,                   0.75,                 2.0957,             0.00017252,             0.00017252,             0.00017252
                     63,                 0.0803,                0.41667,                   0.75,                 2.1094,             0.00017096,             0.00017096,             0.00017096
                     64,                0.05257,                0.41667,                   0.75,                 2.1094,             0.00016927,             0.00016927,             0.00016927
                     65,                0.11388,                0.41667,                   0.75,                 2.1094,             0.00016743,             0.00016743,             0.00016743
                     66,                0.05207,                    0.5,                   0.75,                 2.1309,             0.00016545,             0.00016545,             0.00016545
                     67,                0.25971,                    0.5,                   0.75,                 2.1309,             0.00016333,             0.00016333,             0.00016333
                     68,                0.09198,                    0.5,                   0.75,                 2.1309,             0.00016107,             0.00016107,             0.00016107
                     69,                0.12925,                   0.25,                   0.75,                 2.1641,             0.00015867,             0.00015867,             0.00015867
                     70,                0.09971,                   0.25,                   0.75,                 2.1641,             0.00015612,             0.00015612,             0.00015612
                     71,                0.04986,                   0.25,                   0.75,                 2.1641,             0.00015344,             0.00015344,             0.00015344
                     72,                0.09877,                   0.25,                   0.75,                  2.168,             0.00015061,             0.00015061,             0.00015061
                     73,                0.02016,                   0.25,                   0.75,                  2.168,             0.00014764,             0.00014764,             0.00014764
                     74,                0.05847,                   0.25,                   0.75,                  2.168,             0.00014453,             0.00014453,             0.00014453
                     75,                0.14772,                   0.25,                0.66667,                 2.1699,             0.00014128,             0.00014128,             0.00014128
                     76,                0.08853,                   0.25,                0.66667,                 2.1699,             0.00013789,             0.00013789,             0.00013789
                     77,                0.10505,                   0.25,                0.66667,                 2.1699,             0.00013436,             0.00013436,             0.00013436
                     78,                0.06628,                   0.25,                0.66667,                 2.1894,             0.00013068,             0.00013068,             0.00013068
                     79,                0.10825,                   0.25,                0.66667,                 2.1894,             0.00012687,             0.00012687,             0.00012687
                     80,                 0.0677,                   0.25,                0.66667,                 2.1894,             0.00012291,             0.00012291,             0.00012291
                     81,                 0.1036,                   0.25,                   0.75,                 2.2012,             0.00011881,             0.00011881,             0.00011881
                     82,                0.07575,                   0.25,                   0.75,                 2.2012,             0.00011457,             0.00011457,             0.00011457
                     83,                0.09627,                   0.25,                   0.75,                 2.2012,             0.00011019,             0.00011019,             0.00011019
                     84,                0.05192,                   0.25,                   0.75,                 2.2148,             0.00010566,             0.00010566,             0.00010566
                     85,                0.08492,                   0.25,                   0.75,                 2.2148,               0.000101,               0.000101,               0.000101
                     86,                0.06627,                   0.25,                   0.75,                 2.2148,             9.6194e-05,             9.6194e-05,             9.6194e-05
                     87,                0.04472,                   0.25,                   0.75,                 2.2148,             9.1246e-05,             9.1246e-05,             9.1246e-05
                     88,                  0.037,                0.16667,                0.83333,                 2.2168,             8.6158e-05,             8.6158e-05,             8.6158e-05
                     89,                 0.0314,                0.16667,                0.83333,                 2.2168,             8.0928e-05,             8.0928e-05,             8.0928e-05
                     90,                0.02915,                0.16667,                0.83333,                 2.2168,             7.5556e-05,             7.5556e-05,             7.5556e-05
                     91,                 0.0195,                0.16667,                0.83333,                 2.2168,             7.0043e-05,             7.0043e-05,             7.0043e-05
                     92,                0.05706,                   0.25,                0.83333,                 2.2188,             6.4389e-05,             6.4389e-05,             6.4389e-05
                     93,                0.07659,                   0.25,                0.83333,                 2.2188,             5.8594e-05,             5.8594e-05,             5.8594e-05
                     94,                0.02843,                   0.25,                0.83333,                 2.2188,             5.2657e-05,             5.2657e-05,             5.2657e-05
                     95,                0.03279,                   0.25,                0.83333,                 2.2188,             4.6579e-05,             4.6579e-05,             4.6579e-05
                     96,                0.02551,                0.16667,                0.83333,                 2.2246,             4.0359e-05,             4.0359e-05,             4.0359e-05
                     97,                0.01032,                0.16667,                0.83333,                 2.2246,             3.3998e-05,             3.3998e-05,             3.3998e-05
                     98,                0.06098,                0.16667,                0.83333,                 2.2246,             2.7495e-05,             2.7495e-05,             2.7495e-05
                     99,                0.13466,                0.16667,                0.83333,                 2.2246,             2.0852e-05,             2.0852e-05,             2.0852e-05
                    100,                0.05593,                0.16667,                0.83333,                 2.2324,             1.4067e-05,             1.4067e-05,             1.4067e-05
